,uf,id_municipio,nome_municipio,ideb_2017,aluno_turma,hora_aula,prof_cs,aprovacao,reprovacao,abandono,distorcao,promocao,repetencia,evasao,migracao_eja
4359,SC,4215455,Sangão,3.2,22.1,3.6,93.6,84.2,12.8,3,27.7,80,6.2,11.8,2
4360,SC,4215604,Santa Rosa de Lima,4.1,11.2,6.1,84.6,95.6,2.9,1.5,6,95.6,1.5,2.9,0
4361,SC,4215653,Santa Rosa do Sul,3.4,25.3,3.9,94.4,77.8,14.4,7.8,29.9,85.2,10.6,4.2,0
4362,SC,4215679,Santa Terezinha,3.8,26.6,3.8,81.5,92.4,6.3,1.3,23.2,87.6,4.1,7.2,1.1
4363,SC,4215687,Santa Terezinha do Progresso,3.9,14.3,3.9,100.0,90.8,8.2,1,13,90.8,3.1,5.1,1
4364,SC,4215695,Santiago do Sul,3.5,15.0,4.0,70.0,80.4,13,6.6,8.9,78.3,8.7,13,0
4365,SC,4215703,Santo Amaro da Imperatriz,3.6,25.0,4.6,87.4,89,8.4,2.6,25.1,87.4,4.5,6.6,1.5
4366,SC,4215752,São Bernardino,3.9,19.2,4.0,100.0,83.8,12.4,3.8,14.8,83.8,12.4,1.9,1.9
4367,SC,4215802,São Bento do Sul,4.1,29.2,4.2,85.8,83.1,9.2,7.7,18.2,81.3,7.3,10,1.4
4368,SC,4216008,São Carlos,2.6,22.8,3.8,100.0,81.5,10.4,8.1,24.6,78.8,8,9.3,3.9
4369,SC,4216057,São Cristóvão do Sul,3.2,20.6,3.8,92.3,76.4,13.2,10.4,29.9,75.2,9,15.8,0
4370,SC,4216107,São Domingos,3.0,23.6,4.7,96.2,81,8,11,23.1,78.1,5.3,15.5,1.1
4371,SC,4216206,São Francisco do Sul,2.8,26.0,3.9,85.8,74.3,14.9,10.8,41.8,71.9,14.1,10.6,3.4
4372,SC,4216305,São João Batista,3.7,28.2,3.8,74.5,79.4,11.8,8.8,27.6,75.5,9.3,13,2.2
4373,SC,4216404,São João do Sul,3.2,20.9,4.3,78.3,84.1,12.4,3.5,23.4,82.9,5.3,10.6,1.2
4374,SC,4216602,São José,3.8,28.7,4.0,91.8,80.5,15.5,4,34.3,77.6,9.8,9.8,2.8
4375,SC,4216701,São José do Cedro,4.4,17.7,5.4,91.7,88.3,5.6,6.1,24.6,84.3,3.7,11.7,0.3
4376,SC,4216800,São José do Cerrito,3.4,17.2,3.9,89.1,86,9,5,26.9,84.6,4.9,10.2,0.3
4377,SC,4216909,São Lourenço do Oeste,3.4,23.2,4.5,80.9,82,7.9,10.1,18.2,81.2,8.1,9.6,1.1
4378,SC,4217006,São Ludgero,3.6,28.5,4.4,96.9,81.4,12.7,5.9,19.9,80.9,8.8,7.6,2.7
4379,SC,4217204,São Miguel do Oeste,3.5,23.9,4.3,95.1,84.5,6.9,8.6,23.7,85.4,5.8,7.8,1
4380,SC,4217253,São Pedro de Alcântara,3.7,24.6,3.7,84.6,92.1,6.1,1.8,20.3,88.2,8.4,3.4,0
4381,SC,4217303,Saudades,4.6,18.2,4.6,92.1,91,2.9,6.1,16.5,90.4,5.1,4.2,0.3
4382,SC,4217402,Schroeder,4.0,28.8,3.8,89.2,87.8,8.9,3.3,11.1,85.2,6.3,8.1,0.4
4383,SC,4217501,Seara,4.0,20.1,3.9,86.6,86.4,9.4,4.2,19.5,84.4,5.9,5.9,3.8
4384,SC,4217550,Serra Alta,4.0,16.7,3.9,75.0,94,3,3,13,94,3,2,1
4385,SC,4217600,Siderópolis,3.3,26.8,3.9,84.2,72.5,16.6,10.9,28.5,69.9,14.9,9.9,5.3
4386,SC,4217709,Sombrio,3.2,28.3,3.8,89.8,71.4,9,19.6,36.6,73.2,11.1,15,0.7
4387,SC,4217758,Sul Brasil,4.2,14.8,3.8,100.0,97.6,0,2.4,9,96.5,0,3.5,0
4388,SC,4217808,Taió,3.0,22.5,6.7,77.8,83.2,11.6,5.2,19.1,81.7,8.9,8.3,1.1
4389,SC,4217956,Tigrinhos,3.7,10.7,3.8,90.9,90.8,7.7,1.5,20.3,87.7,3.1,9.2,0
4390,SC,4218004,Tijucas,2.8,27.8,4.1,72.1,75.6,11.5,12.9,26.4,74.1,9.2,14.7,2
4391,SC,4218202,Timbó,3.6,30.5,4.2,79.4,79.3,11.2,9.5,22.1,77.9,10.6,10.4,1.1
4392,SC,4218251,Timbó Grande,3.4,26.1,3.9,85.7,80.2,16.2,3.6,15.3,79.8,12.6,7.1,0.5
4393,SC,4218301,Três Barras,3.5,26.6,3.9,93.1,84.1,9.9,6,29.2,80.7,7.7,9.7,1.9
4394,SC,4218350,Treviso,4.0,21.0,4.0,100.0,93.4,4.9,1.7,17.5,91.8,6.6,1.6,0
4395,SC,4218400,Treze de Maio,3.2,20.4,3.8,90.9,88,2.4,9.6,19,87.3,3,9,0.7
4396,SC,4218509,Treze Tílias,3.9,34.0,4.0,85.7,75,19.7,5.3,27.2,70.3,14.5,12.3,2.9
4397,SC,4218608,Trombudo Central,2.8,25.0,3.9,90.0,82.2,10.3,7.5,21.1,80.7,6.8,11.4,1.1
4398,SC,4218707,Tubarão,3.2,23.9,4.5,92.6,83.6,7.7,8.7,25.5,81.6,8.1,7.4,2.9
4399,SC,4218756,Tunápolis,3.5,19.7,5.7,90.0,93,1.8,5.2,11,91.5,0.9,6.8,0.8
4400,SC,4218855,União do Oeste,3.9,23.7,4.0,84.6,88.7,8.5,2.8,11.3,85.9,4.2,9.9,0
4401,SC,4218905,Urubici,2.6,21.2,7.2,91.4,88.8,4.3,6.9,39.1,84.6,6,9.4,0
4402,SC,4219002,Urussanga,3.8,22.0,4.9,91.4,86.2,7.8,6,23.4,84.1,4.4,11.1,0.4
4403,SC,4219309,Videira,3.4,25.4,4.3,89.6,75.4,19.8,4.8,23.8,76.4,11.7,10,1.9
4404,SC,4219705,Xaxim,3.5,22.6,4.0,85.3,83.7,7.6,8.7,24.8,81.3,6.1,11.6,1
4405,RS,4300034,Aceguá,3.1,25.7,5.0,93.3,72,16.7,11.3,24,68.2,16.9,13.6,1.3
4406,RS,4300059,Água Santa,4.0,15.9,4.7,100.0,87.9,5.6,6.5,18,82.4,3.7,9.3,4.6
4407,RS,4300109,Agudo,3.7,22.9,4.4,100.0,71.4,23.1,5.5,37,68.1,17,9.8,5.1
4408,RS,4300208,Ajuricaba,3.4,16.6,5.1,96.0,76,11.6,12.4,29.5,72.6,15.8,11,0.6
4409,RS,4300307,Alecrim,4.1,22.0,5.0,83.3,78.9,11.2,9.9,19.9,71.5,12.2,14,2.3
4410,RS,4300406,Alegrete,3.3,23.4,4.8,99.0,71.1,21.5,7.4,36.2,67.7,16.3,10.9,5.1
4411,RS,4300455,Alegria,3.3,16.3,4.7,100.0,69.5,16.9,13.6,32.5,69.5,22.9,5.9,1.7
4412,RS,4300505,Alpestre,3.8,19.8,5.0,100.0,89.7,6.7,3.6,17.7,87.8,3,8.1,1.1
4413,RS,4300554,Alto Alegre,4.6,12.3,5.0,100.0,83.3,16.7,0,8.1,83.3,16.7,0,0
4414,RS,4300570,Alto Feliz,4.1,21.0,4.7,90.9,80.6,12.9,6.5,15.9,79.4,14.3,6.3,0
4415,RS,4300604,Alvorada,2.6,35.6,4.5,91.3,64.8,26.4,8.8,44.5,63,20,14.2,2.8
4416,RS,4300638,Amaral Ferrador,2.3,23.2,4.4,100.0,66.7,15.4,17.9,42.7,65.7,13,20.4,0.9
4417,RS,4300646,Ametista do Sul,3.4,20.0,6.8,100.0,77.9,15.7,6.4,22.7,75.5,9.5,11.8,3.2
4418,RS,4300661,André da Rocha,4.4,9.7,4.2,77.8,90.6,9.4,0,31,90.6,0,9.4,0
4419,RS,4300703,Anta Gorda,3.8,26.7,4.3,100.0,77.2,13.9,8.9,18.8,42.5,46.3,11.2,0
4420,RS,4300802,Antônio Prado,3.8,19.5,5.1,91.3,76.8,13.5,9.7,23.6,75.9,12.3,5.4,6.4
4421,RS,4300851,Arambaré,1.9,25.7,4.1,100.0,65.4,19,15.6,45.6,62.1,19.2,18.7,0
4422,RS,4300877,Araricá,2.4,25.8,4.6,38.5,52,28.5,19.5,50.4,51.1,20.4,27.7,0.8
4423,RS,4300901,Aratiba,4.3,22.3,5.0,100.0,90.7,9.3,0,12.4,88.6,6.9,4.5,0
4424,RS,4301008,Arroio do Meio,3.9,25.5,4.6,92.6,81.9,11.6,6.5,29.1,79.1,4.2,14.8,1.9
4425,RS,4301057,Arroio do Sal,3.1,24.4,5.0,90.9,69.8,23.8,6.4,30.6,68.3,14,10.5,7.2
4426,RS,4301107,Arroio dos Ratos,2.8,31.9,4.3,85.2,67.4,22,10.6,38.1,65.3,11.2,14.9,8.6
4427,RS,4301206,Arroio do Tigre,3.4,26.5,5.1,100.0,75.1,12.3,12.6,27.2,74.6,15.3,9.5,0.6
4428,RS,4301404,Arvorezinha,3.7,19.9,4.6,97.1,79,19.5,1.5,25.6,78,9.8,8.2,4
4429,RS,4301503,Augusto Pestana,3.3,19.6,5.0,94.4,69.2,26.9,3.9,35.8,65.7,20.9,10.4,3
4430,RS,4301552,Áurea,4.7,15.7,5.2,100.0,99.1,0,0.9,10,96.4,0,2.7,0.9
4431,RS,4301602,Bagé,3.2,27.5,4.4,94.3,65.9,24.9,9.2,44.9,63.3,16.4,15.1,5.2
4432,RS,4301636,Balneário Pinhal,2.3,29.7,4.3,100.0,52.9,40.5,6.6,41.2,50.8,27.6,17.6,4
4433,RS,4301651,Barão,5.0,16.5,4.7,83.3,95.6,4.4,0,17,88.7,2.3,6.8,2.2
4434,RS,4301701,Barão de Cotegipe,4.0,21.6,4.7,100.0,86,6.4,7.6,24.3,84.9,6.4,8.1,0.6
4435,RS,4301750,Barão do Triunfo,3.2,29.6,4.9,80.0,74.3,14.6,11.1,34.3,73.5,10.4,16.1,0
4436,RS,4301800,Barracão,3.4,26.4,4.6,92.9,68.7,18.4,12.9,29.2,66.8,17.4,14.7,1.1
4437,RS,4301875,Barra do Quaraí,2.6,22.5,4.0,100.0,67.7,9.4,22.9,51.1,64.6,10.8,22.3,2.3
4438,RS,4301909,Barra do Ribeiro,3.1,27.9,4.0,97.2,67.9,28.2,3.9,38.7,65.5,16.6,17.9,0
4439,RS,4301925,Barra do Rio Azul,4.7,15.0,5.5,100.0,95.7,0,4.3,13.3,91.5,2.1,6.4,0
4440,RS,4301958,Barra Funda,3.5,14.3,4.5,100.0,81.4,9.3,9.3,32.6,77.9,11.6,10.5,0
4441,RS,4302006,Barros Cassal,3.0,22.6,4.7,96.4,71.6,21.6,6.8,28.8,66.4,12.3,21.3,0
4442,RS,4302105,Bento Gonçalves,3.0,25.5,4.7,88.6,61.6,26.9,11.5,33.5,63.1,17.3,12.2,7.4
4443,RS,4302154,Boa Vista das Missões,4.4,14.7,5.3,100.0,95.5,2.3,2.2,18.2,90.9,2.3,4.5,2.3
4444,RS,4302204,Boa Vista do Buricá,3.5,24.1,4.0,93.8,71.7,15.7,12.6,24.3,70.5,12,15.1,2.4
4445,RS,4302220,Boa Vista do Cadeado,2.0,24.7,5.4,100.0,54.8,38.4,6.8,35.1,55.4,37.8,4.1,2.7
4446,RS,4302238,Boa Vista do Incra,3.7,19.3,4.3,100.0,90.6,9.4,0,13.8,84.8,12.1,1.5,1.6
4447,RS,4302253,Boa Vista do Sul,4.7,20.0,5.2,91.7,90,5,5,13.8,90,3.8,6.2,0
4448,RS,4302303,Bom Jesus,3.1,20.9,4.7,86.2,77.4,8.4,14.2,39.4,75.1,11.5,12.1,1.3
4449,RS,4302352,Bom Princípio,4.3,26.3,4.7,94.1,78.9,11.8,9.3,23.8,77.9,11,10.7,0.4
4450,RS,4302378,Bom Progresso,3.3,17.8,7.8,90.9,84.4,13.5,2.1,31.3,73.1,16.2,9.6,1.1
4451,RS,4302402,Bom Retiro do Sul,3.2,26.4,4.7,76.7,62.1,25,12.9,31.4,58.5,15.1,15.8,10.6
4452,RS,4302451,Boqueirão do Leão,3.6,27.4,4.8,96.2,73.8,14.5,11.7,37.2,72.2,10.8,16.2,0.8
4453,RS,4302501,Bossoroca,3.3,19.4,4.6,91.7,75.4,15.2,9.4,39.4,72.8,12.9,11.4,2.9
4454,RS,4302584,Bozano,4.4,13.0,5.4,91.7,79.5,17.9,2.6,30.8,77.5,2.5,12.5,7.5
4455,RS,4302600,Braga,3.4,18.2,4.2,92.9,73.4,19.3,7.3,22,73.6,11.8,13.6,1
4456,RS,4302659,Brochier,3.6,22.8,4.0,100.0,74.6,22.8,2.6,22.8,73,15.7,8.7,2.6
4457,RS,4302907,Cacequi,3.0,24.5,4.7,100.0,70,24.9,5.1,40.6,66.4,16.7,10.5,6.4
4458,RS,4303202,Cacique Doble,3.2,26.0,6.3,92.9,76.3,23,0.7,26.9,74.2,14.8,6.5,4.5
4459,RS,4303301,Caibaté,3.4,15.8,4.9,100.0,75.7,17.9,6.4,39.4,72.1,15,10,2.9
4460,RS,4303400,Caiçara,4.8,19.1,5.3,100.0,82.9,13.2,3.9,14.9,81.5,11.5,7,0
4461,RS,4303509,Camaquã,3.0,27.6,4.7,98.5,61.4,26.6,12,42,62.7,20.1,14.8,2.4
4462,RS,4303558,Camargo,4.0,17.0,5.0,100.0,89.8,5.7,4.5,11.8,87.9,4.4,7.7,0
4463,RS,4303608,Cambará do Sul,3.4,23.6,4.3,100.0,77.3,7.1,15.6,25.9,75.7,11.7,9.8,2.8
4464,RS,4303673,Campestre da Serra,3.6,20.2,5.0,87.5,74.6,15.3,10.1,20.7,73.6,14.9,10.7,0.8
4465,RS,4303707,Campina das Missões,3.6,24.3,5.0,100.0,80.1,18.5,1.4,17.1,79.6,11.6,6.8,2
4466,RS,4303806,Campinas do Sul,3.8,15.5,4.4,100.0,75,24.2,0.8,26.6,72.4,9.4,15,3.2
4467,RS,4303905,Campo Bom,2.7,32.5,4.8,82.7,59.4,30.1,10.5,26.1,57.8,21.5,20.4,0.3
4468,RS,4304002,Campo Novo,3.1,21.7,4.4,100.0,75.2,9.9,14.9,32.9,73.9,13.4,8.5,4.2
4469,RS,4304101,Campos Borges,4.0,12.0,4.4,100.0,94.3,3.4,2.3,13.1,92,5.7,0,2.3
4470,RS,4304200,Candelária,3.2,26.8,5.1,94.3,63.4,29.7,6.9,42.2,59.4,17.2,19.5,3.9
4471,RS,4304309,Cândido Godói,4.7,18.7,4.8,92.0,85.5,7.7,6.8,22.3,87.4,6.9,4.6,1.1
4472,RS,4304358,Candiota,3.0,23.6,4.3,88.6,75.8,16.4,7.8,38.1,71.8,10.1,13.3,4.8
4473,RS,4304408,Canela,3.4,27.1,5.5,81.5,71.5,19.2,9.3,20.4,70.1,12.8,13.9,3.2
4474,RS,4304507,Canguçu,3.8,26.3,4.8,100.0,75.7,17.3,7,32.5,72.5,12.5,10.7,4.3
4475,RS,4304606,Canoas,2.7,31.5,4.7,88.2,59.1,28.4,12.5,48.7,57.9,18.2,19.8,4.1
4476,RS,4304614,Canudos do Vale,3.5,14.7,4.4,71.4,77.8,11.1,11.1,15.9,71.1,13.3,15.6,0
4477,RS,4304630,Capão da Canoa,2.9,31.3,4.1,94.8,63.9,26.8,9.3,39.2,62.1,18.9,16.8,2.2
4478,RS,4304655,Capão do Cipó,2.3,16.5,4.8,100.0,66.3,27.7,6,33.3,57,21.5,17.8,3.7
4479,RS,4304671,Capivari do Sul,3.6,22.6,5.0,92.9,79.6,11.8,8.6,24.3,75.8,13.2,5.8,5.2
4480,RS,4304689,Capela de Santana,2.8,24.6,4.7,87.5,70.1,7,22.9,44.2,65.5,6.7,27.3,0.5
4481,RS,4304697,Capitão,4.2,26.0,4.2,88.9,89.6,6.5,3.9,11.5,88.5,2.6,8.9,0
4482,RS,4304705,Carazinho,3.5,24.2,5.3,91.0,69.1,18.8,12.1,30.2,67.5,16.3,12.2,4
4483,RS,4304713,Caraá,3.0,22.9,4.9,95.0,67.6,26,6.4,35.4,66.3,13,18.8,1.9
4484,RS,4304804,Carlos Barbosa,4.3,24.9,5.0,87.5,84.9,9.7,5.4,19,83.4,6.9,6.6,3.1
4485,RS,4304903,Casca,4.4,19.0,4.9,100.0,87.1,9,3.9,15.4,86.7,6.4,5.6,1.3
4486,RS,4304952,Caseiros,5.0,18.5,5.2,92.9,94.7,5.3,0,18.9,91,3.8,5.2,0
4487,RS,4305009,Catuípe,2.9,21.4,4.9,100.0,64.4,23.6,12,24.3,62,21.6,10.1,6.3
4488,RS,4305108,Caxias do Sul,3.4,28.7,4.7,80.4,64.1,28,7.9,35.5,62.3,18.3,15.6,3.8
4489,RS,4305116,Centenário,3.9,13.8,5.0,92.9,83.1,12,4.9,13.3,83.1,12,4.9,0
4490,RS,4305124,Cerrito,2.7,14.5,4.5,97.6,61.9,14.4,23.7,57.6,57.6,22.9,15.7,3.8
4491,RS,4305132,Cerro Branco,3.7,18.8,5.0,100.0,74.8,22.5,2.7,31.9,72.3,18.8,6.3,2.6
4492,RS,4305173,Cerro Grande do Sul,3.3,33.6,4.7,100.0,82,13.8,4.2,36.8,79.4,5.5,14.8,0.3
4493,RS,4305207,Cerro Largo,2.6,22.3,4.9,87.0,54.1,35.7,10.2,37.2,51.9,28.6,16,3.5
4494,RS,4305306,Chapada,4.0,17.3,4.1,93.5,83.6,9.7,6.7,24.9,79.8,9.6,6.4,4.2
4495,RS,4305405,Chiapetta,3.1,18.0,5.0,100.0,67.8,21.1,11.1,27.8,58.2,23.1,11,7.7
4496,RS,4305447,Chuvisca,4.0,28.6,4.8,88.2,83.5,16.5,0,19.6,76.4,8.6,5.7,9.3
4497,RS,4305454,Cidreira,3.3,25.4,4.0,93.1,77.7,18.7,3.6,29.3,73.4,13.5,6.3,6.8
4498,RS,4305504,Ciríaco,3.9,14.9,4.6,100.0,84,11,5,20.2,80,12,5,3
4499,RS,4305587,Colinas,4.3,16.0,4.4,88.9,88.4,7,4.6,18.8,84.4,8.9,6.7,0
4500,RS,4305603,Colorado,3.8,19.3,4.0,100.0,82.1,10.7,7.2,13.8,82.1,7.1,10.8,0
4501,RS,4305702,Condor,3.0,20.6,4.3,100.0,66.3,22.3,11.4,27.3,65.1,18.1,14.5,2.3
4502,RS,4305801,Constantina,4.0,22.6,4.7,100.0,80.6,8.4,11,27.8,77.8,4.4,13.7,4.1
4503,RS,4305835,Coqueiro Baixo,4.1,15.3,4.3,100.0,97.7,0,2.3,17.4,93.3,4.4,2.3,0
4504,RS,4305850,Coqueiros do Sul,4.3,19.8,4.0,87.5,88.9,11.1,0,19,87.7,11.1,1.2,0
4505,RS,4305900,Coronel Bicaco,2.7,19.9,4.1,95.0,61.4,15.7,22.9,38.8,57.1,22.1,17.9,2.9
4506,RS,4305934,Coronel Pilar,5.4,15.7,4.1,100.0,97.9,2.1,0,8.5,95.7,2.1,2.2,0
4507,RS,4305959,Cotiporã,4.6,19.5,5.3,88.9,91.1,7.6,1.3,12.8,91.1,3.8,5.1,0
4508,RS,4305975,Coxilha,3.5,20.8,5.4,100.0,83.1,14.5,2.4,27.7,78.8,12.9,8.3,0
4509,RS,4306007,Crissiumal,4.1,21.0,5.1,92.7,85,7.5,7.5,21.3,82.7,6.6,8,2.7
4510,RS,4306056,Cristal,3.4,22.8,4.8,94.1,77.1,20.3,2.6,33.5,74.5,10.9,5.2,9.4
4511,RS,4306072,Cristal do Sul,3.8,15.8,4.2,100.0,88,5.4,6.6,17.9,78.7,10.6,9.6,1.1
4512,RS,4306205,Cruzeiro do Sul,3.5,19.7,4.8,91.9,72.8,15.3,11.9,26.8,70.1,12.5,14.9,2.5
4513,RS,4306304,David Canabarro,4.4,17.8,5.9,100.0,93.6,3.5,2.9,15.5,87.8,2.9,5,4.3
4514,RS,4306320,Derrubadas,3.9,22.4,4.3,100.0,89.2,7.2,3.6,6.3,85.7,8,6.3,0
4515,RS,4306353,Dezesseis de Novembro,2.4,23.0,5.4,100.0,73.6,8.8,17.6,28.3,72,15.1,12.9,0
4516,RS,4306403,Dois Irmãos,4.2,26.2,4.2,86.0,81.4,17.5,1.1,34.1,77.5,13,7.1,2.4
4517,RS,4306429,Dois Irmãos das Missões,3.1,16.0,4.6,92.3,71.6,9.5,18.9,42.7,67.7,27.1,4.2,1
4518,RS,4306452,Dois Lajeados,5.7,19.7,4.2,100.0,100,0,0,10.2,98.3,0,1.7,0
4519,RS,4306502,Dom Feliciano,2.7,28.2,4.8,100.0,62.8,25.7,11.5,34.3,59.8,22.4,12.2,5.6
4520,RS,4306601,Dom Pedrito,2.5,27.0,5.3,96.7,60.7,35.9,3.4,37.4,58.4,20.4,14.1,7.1
4521,RS,4306734,Doutor Maurício Cardoso,3.7,23.6,4.8,100.0,92.2,5.2,2.6,17.8,88.8,4.3,5.2,1.7
4522,RS,4306759,Doutor Ricardo,4.1,17.0,4.2,100.0,90.2,2,7.8,21.6,90.2,2,7.8,0
4523,RS,4306767,Eldorado do Sul,2.8,33.6,4.7,91.3,67.8,19.9,12.3,44.9,64.6,13.7,16.5,5.2
4524,RS,4306809,Encantado,4.0,21.5,4.8,95.3,78.5,18.5,3,29.3,76.1,13.2,9.8,0.9
4525,RS,4306908,Encruzilhada do Sul,3.8,23.4,5.5,92.1,79,15.4,5.6,33.1,76.3,12.6,8.5,2.6
4526,RS,4306924,Engenho Velho,3.1,16.0,4.1,100.0,78.7,10.6,10.7,33.3,81.3,6.3,6.3,6.1
4527,RS,4306932,Entre-Ijuís,3.4,22.5,4.4,96.0,76.6,12.1,11.3,39.3,73.8,8.2,15.2,2.8
4528,RS,4306957,Entre Rios do Sul,3.9,16.5,4.5,100.0,86.1,5.9,8,24.2,84.3,6.9,7.8,1
4529,RS,4306973,Erebango,3.6,27.3,4.0,100.0,78.8,21.2,0,26.8,75.9,12,10.8,1.3
4530,RS,4307005,Erechim,4.1,24.6,4.9,98.1,75.9,17.8,6.3,24.6,72.2,14,9.3,4.5
4531,RS,4307054,Ernestina,3.4,21.5,5.3,93.3,84.8,12.7,2.5,15.1,81,6,7.1,5.9
4532,RS,4307203,Erval Grande,4.3,20.5,4.3,100.0,89.3,2.5,8.2,21.1,88,1.6,10.4,0
4533,RS,4307302,Erval Seco,3.2,23.1,4.2,100.0,78.3,8.9,12.8,27.8,70.7,6.1,14,9.2
4534,RS,4307401,Esmeralda,3.1,15.0,5.0,91.7,66.3,28.8,4.9,35.2,63.8,18.1,18.1,0
4535,RS,4307450,Esperança do Sul,3.1,21.2,4.8,90.9,54.9,36.3,8.8,33,53.8,19.2,25,2
4536,RS,4307500,Espumoso,4.2,17.1,4.8,98.4,77.3,18.7,4,30.5,74.8,12.3,11.4,1.5
4537,RS,4307559,Estação,3.9,18.8,5.0,100.0,82.8,9.6,7.6,21.3,81.6,8.2,9.5,0.7
4538,RS,4307609,Estância Velha,4.0,31.7,4.9,83.3,81.8,12,6.2,28.3,79.1,9.1,9.9,1.9
4539,RS,4307708,Esteio,3.2,26.2,4.6,86.5,64.1,29.4,6.5,38.8,62,19.6,14.9,3.5
4540,RS,4307807,Estrela,4.2,22.4,5.3,89.0,80.1,11,8.9,25.2,77.3,9.4,10.1,3.2
4541,RS,4307815,Estrela Velha,4.4,15.3,4.7,100.0,85.3,0,14.7,34.8,77.9,1.1,21,0
4542,RS,4307864,Fagundes Varela,4.5,23.7,4.7,83.3,98.6,0,1.4,7,98.6,0,0,1.4
4543,RS,4307906,Farroupilha,3.4,28.9,4.7,81.6,70.9,21.4,7.7,27.8,69.6,12.8,12.2,5.4
4544,RS,4308003,Faxinal do Soturno,3.7,25.6,5.4,100.0,76.8,14.3,8.9,21.9,72.8,11.4,9.6,6.2
4545,RS,4308052,Faxinalzinho,3.6,15.7,5.0,100.0,86.7,8.9,4.4,23.4,81.5,2.2,9.8,6.5
4546,RS,4308078,Fazenda Vilanova,3.4,26.4,4.2,90.0,77.2,8.1,14.7,42.4,70.8,4.4,21.2,3.6
4547,RS,4308102,Feliz,4.5,19.9,4.3,91.3,85.6,11.6,2.8,38.1,81.3,9.8,8.7,0.2
4548,RS,4308201,Flores da Cunha,4.5,26.8,4.3,83.0,86.1,10.5,3.4,25.2,83.5,4.6,10.5,1.4
4549,RS,4308250,Floriano Peixoto,5.3,16.3,5.0,100.0,100,0,0,10.2,98,0,2,0
4550,RS,4308300,Fontoura Xavier,2.4,24.2,5.0,94.0,70.4,25.7,3.9,26.8,70.3,15.5,10.8,3.4
4551,RS,4308409,Formigueiro,2.5,25.1,4.3,94.4,54.7,32,13.3,54.3,54.2,27.8,18,0
4552,RS,4308433,Forquetinha,3.7,15.0,4.3,57.1,80.2,14,5.8,20,75.9,10.3,13.8,0
4553,RS,4308458,Fortaleza dos Valos,4.3,14.6,5.2,93.8,89.4,9.6,1,26.5,80.9,7.4,5.3,6.4
4554,RS,4308508,Frederico Westphalen,3.8,23.0,5.1,100.0,75.4,21.5,3.1,30.5,79.6,7.9,9.1,3.4
4555,RS,4308607,Garibaldi,3.4,24.7,4.7,93.3,69.4,13.3,17.3,26.3,68.6,18.2,11,2.2
4556,RS,4308706,Gaurama,3.9,20.2,5.1,100.0,79.3,10.3,10.4,31.3,75.7,10.3,12.4,1.6
4557,RS,4308805,General Câmara,3.3,19.5,5.0,96.4,71.8,7.2,21,51.6,71.2,10.9,17.2,0.7
4558,RS,4308854,Gentil,2.9,18.3,5.4,100.0,70.4,24.1,5.5,23.6,70.4,16.7,12.9,0
4559,RS,4308904,Getúlio Vargas,3.8,23.8,4.2,100.0,81.5,17.5,1,24.5,79.9,9.7,8.4,2
4560,RS,4309001,Giruá,2.9,26.2,4.6,96.6,58.2,17.4,24.4,37.8,55.4,23.6,19.4,1.6
4561,RS,4309050,Glorinha,2.9,21.4,4.8,100.0,74.2,10.1,15.7,36.9,73.1,15.1,8.7,3.1
4562,RS,4309100,Gramado,3.6,27.2,4.5,84.6,77.3,17.9,4.8,22.4,75.5,10.7,11.9,1.9
4563,RS,4309159,Gramado Xavier,3.0,22.0,4.7,93.3,72.7,13.6,13.7,31.8,69.1,9.1,21.8,0
4564,RS,4309209,Gravataí,3.1,29.9,4.6,90.7,69.9,19.8,10.3,40.9,66.3,15.6,14.9,3.2
4565,RS,4309407,Guaporé,3.5,24.5,5.1,93.3,72,15.1,12.9,23.2,71.1,10.7,16.1,2.1
4566,RS,4309506,Guarani das Missões,4.0,28.0,4.4,91.3,90.2,5.7,4.1,23.8,87,7.1,5.5,0.4
4567,RS,4309555,Harmonia,5.1,23.5,4.2,88.2,90.2,4.9,4.9,24.1,88.3,2.8,8.9,0
4568,RS,4309571,Herveiras,3.2,22.3,4.4,76.9,72.6,5.9,21.5,47,67.6,8.1,23.5,0.8
4569,RS,4309605,Horizontina,2.7,27.0,4.8,100.0,62.8,34.2,3,28.3,59.5,18.4,17.4,4.7
4570,RS,4309654,Hulha Negra,2.3,23.2,4.0,100.0,62.9,14.7,22.4,41.6,60.2,16.1,21.7,2
4571,RS,4309704,Humaitá,3.4,16.7,4.8,95.7,84.5,13.7,1.8,25.1,81.2,10.9,5.1,2.8
4572,RS,4309753,Ibarama,3.8,16.4,5.0,94.4,84.1,8,7.9,28.7,76.1,7.1,15,1.8
4573,RS,4309803,Ibiaçá,4.6,22.5,5.4,100.0,84.3,9,6.7,15.6,83.1,7.9,6.7,2.3
4574,RS,4309902,Ibiraiaras,4.6,23.7,5.4,94.1,86.7,11.1,2.2,21.8,84.1,9.4,2.2,4.3
4575,RS,4309951,Ibirapuitã,4.0,19.3,4.7,100.0,83.3,6.5,10.2,23.7,81.9,9.4,8.7,0
4576,RS,4310009,Ibirubá,3.2,18.2,3.9,100.0,73.1,18.3,8.6,33.2,79.7,11.2,6.5,2.6
4577,RS,4310108,Igrejinha,3.7,27.4,4.6,91.5,72.6,16.8,10.6,28.8,70,17.2,10.6,2.2
