,uf,id_municipio,nome_municipio,ideb_2017,aluno_turma,hora_aula,prof_cs,aprovacao,reprovacao,abandono,distorcao,promocao,repetencia,evasao,migracao_eja
219,PA,1505205,Oeiras do Pará,2.1,36.3,4.1,100.0,60.6,22.7,16.7,69.8,60.8,16.1,22.4,0.7
220,PA,1505304,Oriximiná,2.7,38.9,4.4,98.1,69.8,22.3,7.9,42.2,74.6,10.9,12.5,2
221,PA,1505403,Ourém,3.2,38.1,4.3,98.0,82.8,7.5,9.7,50,80.8,8.3,7.2,3.7
222,PA,1505437,Ourilândia do Norte,3.0,37.1,4.1,100.0,82.9,4.7,12.4,42,71.6,12.7,11.1,4.6
223,PA,1505486,Pacajá,2.9,30.2,4.4,100.0,72.4,9.5,18.1,59.7,67.2,7.5,21.1,4.2
224,PA,1505494,Palestina do Pará,2.5,22.5,4.0,100.0,82.5,2.7,14.8,52.1,71.4,11.9,15.4,1.3
225,PA,1505502,Paragominas,2.8,30.9,4.5,99.3,66.4,13.5,20.1,52.2,64.7,13.4,19.9,2
226,PA,1505536,Parauapebas,2.6,35.4,4.2,98.2,71.4,14.4,14.2,38.3,68,16.1,13.8,2.1
227,PA,1505551,Pau D'Arco,1.5,28.2,4.3,100.0,52.6,18.4,29,59.9,51.6,28.1,19.9,0.4
228,PA,1505601,Peixe-Boi,2.9,29.3,3.9,100.0,79.5,4.7,15.8,55.1,78,6.8,14.9,0.3
229,PA,1505635,Piçarra,2.4,25.7,4.1,93.8,72,8.5,19.5,49.6,66.9,13.3,18.8,1
230,PA,1505650,Placas,2.8,27.0,5.0,100.0,84.4,4.1,11.5,41.6,75.5,5.5,18.5,0.5
231,PA,1505700,Ponta de Pedras,2.8,26.3,4.5,100.0,72.9,9.4,17.7,46.7,68.8,11.4,16.4,3.4
232,PA,1505809,Portel,2.7,33.8,4.3,97.8,67.9,22.5,9.6,56.2,66.5,14.3,13.7,5.5
233,PA,1505908,Porto de Moz,2.8,38.6,4.1,96.9,85.4,6.7,7.9,67.1,82.9,8.1,8.5,0.5
234,PA,1506005,Prainha,2.4,34.0,4.8,95.6,75,4.8,20.2,61.1,69.8,11.2,18.7,0.3
235,PA,1506104,Primavera,2.5,33.7,4.0,100.0,71.7,9.8,18.5,62,71.2,9.9,18.3,0.6
236,PA,1506112,Quatipuru,2.2,29.3,4.2,86.7,66.4,16.3,17.3,59.7,66.4,17,15.7,0.9
237,PA,1506138,Redenção,2.4,35.2,4.2,100.0,69.9,12.3,17.8,44.7,67.1,13.2,17.9,1.8
238,PA,1506161,Rio Maria,2.8,35.3,4.5,100.0,80.7,11,8.3,43.1,72.4,8.8,17.4,1.4
239,PA,1506187,Rondon do Pará,2.9,38.4,4.2,83.3,70.5,18.3,11.2,42.3,69.1,13.9,13.9,3.1
240,PA,1506195,Rurópolis,2.9,35.4,4.4,100.0,78,7.5,14.5,54.2,74.2,7,18.1,0.7
241,PA,1506203,Salinópolis,2.3,34.6,4.3,98.9,69.3,17.1,13.6,59.1,68.5,13.8,16.3,1.4
242,PA,1506302,Salvaterra,2.8,30.1,4.6,95.6,69.3,16.1,14.6,55,60.8,20.5,13.6,5.1
243,PA,1506351,Santa Bárbara do Pará,2.6,35.7,4.3,100.0,69.6,15.3,15.1,48.9,67.3,14.3,12.8,5.6
244,PA,1506401,Santa Cruz do Arari,2.6,26.9,4.2,100.0,77.1,12.3,10.6,62.5,75.6,10.7,12.4,1.3
245,PA,1506500,Santa Izabel do Pará,2.7,36.0,4.3,98.2,65.3,12.7,22,57.8,60.9,16.4,21.9,0.8
246,PA,1506559,Santa Luzia do Pará,2.6,43.4,4.3,100.0,71.8,12.7,15.5,45.1,66.9,14.2,15.8,3.1
247,PA,1506583,Santa Maria das Barreiras,2.1,16.0,4.1,100.0,66.9,6.7,26.4,53.7,72.1,7.4,20.3,0.2
248,PA,1506609,Santa Maria do Pará,3.2,33.1,4.2,97.0,80.2,7.3,12.5,55.9,77.8,15.6,5.2,1.4
249,PA,1506708,Santana do Araguaia,2.2,24.7,4.0,100.0,70.9,9.6,19.5,48.5,68,10.6,19.5,1.9
250,PA,1506807,Santarém,2.9,26.4,4.4,99.0,78.1,10,11.9,39.2,74.1,9.5,14.1,2.3
251,PA,1506906,Santarém Novo,2.8,31.8,4.1,92.9,87.6,0.6,11.8,57.9,81.3,6.2,12,0.5
252,PA,1507003,Santo Antônio do Tauá,2.4,34.2,4.4,100.0,68.5,13.6,17.9,45.5,66.3,16.2,14.9,2.6
253,PA,1507151,São Domingos do Araguaia,2.7,37.0,4.3,97.2,81.7,9,9.3,55.6,72.1,14.4,13,0.5
254,PA,1507201,São Domingos do Capim,2.2,31.7,4.1,100.0,64.9,24.7,10.4,69.7,63.2,14.1,22.1,0.6
255,PA,1507300,São Félix do Xingu,2.2,35.1,4.6,88.4,64.9,12,23.1,48.7,57.8,8.5,33,0.7
256,PA,1507409,São Francisco do Pará,2.2,31.7,4.0,100.0,72.1,7.2,20.7,54.6,71.9,12.1,15.9,0.1
257,PA,1507458,São Geraldo do Araguaia,3.0,29.0,4.3,100.0,86.1,2.8,11.1,41.4,82.2,5.8,10.9,1.1
258,PA,1507466,São João da Ponta,2.2,32.0,4.2,100.0,69.3,17.3,13.4,54.2,65.3,15.1,18.2,1.4
259,PA,1507474,São João de Pirabas,2.4,33.9,4.3,100.0,70.5,16.3,13.2,62.6,68,13.3,18.3,0.4
260,PA,1507508,São João do Araguaia,2.4,41.2,4.1,100.0,78.3,3.3,18.4,62.2,71.8,8,20,0.2
261,PA,1507607,São Miguel do Guamá,2.7,35.2,4.3,100.0,74.1,14.2,11.7,59.5,72.6,13.8,13,0.6
262,PA,1507706,São Sebastião da Boa Vista,2.7,33.6,4.4,100.0,70.5,12.7,16.8,49.8,67.7,11.6,17.8,2.9
263,PA,1507755,Sapucaia,2.8,26.3,4.1,100.0,87.6,5.4,7,50,83.8,5.1,10.2,0.9
264,PA,1507805,Senador José Porfírio,3.1,28.2,4.2,100.0,76.6,4.2,19.2,53.4,74,8.3,13,4.7
265,PA,1507904,Soure,2.7,34.3,4.3,100.0,75.1,11,13.9,48.2,75.5,10.3,10.4,3.8
266,PA,1507953,Tailândia,2.9,38.8,4.1,96.7,71.3,11.4,17.3,57.4,68.7,13.5,16.4,1.4
267,PA,1507961,Terra Alta,2.6,31.5,4.0,100.0,72.5,8.7,18.8,56.1,69.8,12.2,17.7,0.3
268,PA,1507979,Terra Santa,2.2,38.5,4.2,93.3,63.8,30.9,5.3,38.9,63.1,16.2,16.6,4.1
269,PA,1508001,Tomé-Açu,2.5,34.5,4.1,100.0,71.6,13.5,14.9,63.7,68.8,13.4,17,0.8
270,PA,1508035,Tracuateua,2.5,36.4,4.2,93.8,73.2,13.7,13.1,55,71.3,14.3,12,2.4
271,PA,1508050,Trairão,2.1,37.5,4.1,88.9,54.4,11.2,34.4,55,51.6,20.1,24.9,3.4
272,PA,1508084,Tucumã,2.9,38.5,4.2,97.9,74.5,9,16.5,46.4,69.7,11.7,15.5,3.1
273,PA,1508100,Tucuruí,2.9,33.1,4.3,98.5,78.9,9.4,11.7,49.1,76.7,10,10.2,3.1
274,PA,1508126,Ulianópolis,2.5,33.1,4.2,100.0,71.5,21.1,7.4,50.6,67.7,14.3,18,0
275,PA,1508159,Uruará,2.5,30.5,4.5,97.5,81.6,4.6,13.8,44.4,76.9,7.3,13.9,1.9
276,PA,1508209,Vigia,2.8,29.7,4.3,98.5,79.8,5.7,14.5,47.9,77.3,8.5,12.9,1.3
277,PA,1508308,Viseu,2.0,34.8,4.1,92.1,63.3,17,19.7,63.7,65.4,15.7,18.5,0.4
278,PA,1508357,Vitória do Xingu,3.2,32.9,4.1,96.8,80.9,2.9,16.2,57.3,70.7,7.4,20.1,1.8
279,PA,1508407,Xinguara,2.6,33.4,4.1,100.0,68.2,13.1,18.7,42.2,67.1,12.7,16.3,3.9
280,AP,1600105,Amapá,2.2,33.9,4.3,100.0,68.1,17.5,14.4,49.6,66.3,18.4,14.2,1.1
281,AP,1600154,Pedra Branca do Amapari,2.0,30.7,4.0,100.0,59,32.5,8.5,47.9,53.7,12,21.1,13.2
282,AP,1600204,Calçoene,2.8,24.8,4.3,96.6,72.4,12.4,15.2,36.4,65.7,15,10.5,8.8
283,AP,1600212,Cutias,2.6,25.6,4.4,95.7,77.9,8.1,14,36.9,75.5,8.3,12.1,4.1
284,AP,1600238,Ferreira Gomes,2.5,25.2,4.8,92.0,79.1,5,15.9,38.5,76.7,11.8,5.7,5.8
285,AP,1600253,Itaubal,2.7,16.7,4.3,97.3,75.5,8.8,15.7,40.2,68.6,14.5,13.5,3.4
286,AP,1600279,Laranjal do Jari,2.2,31.6,4.8,94.9,62.8,24.5,12.7,48.4,62.9,22.8,9.1,5.2
287,AP,1600303,Macapá,3.0,30.5,4.9,98.3,74.4,16.1,9.5,35.5,70.4,13.1,10.7,5.8
288,AP,1600501,Oiapoque,2.7,26.8,4.5,91.7,78.1,13,8.9,57.9,50.7,33.4,12.6,3.3
289,AP,1600535,Porto Grande,2.7,22.8,4.8,95.7,68.5,16.9,14.6,39.7,63.8,17,13.2,6
290,AP,1600550,Pracuúba,1.8,30.3,4.1,100.0,60.1,19.2,20.7,47.2,58.3,23.7,16.6,1.4
291,AP,1600600,Santana,3.1,29.4,5.0,98.6,80.9,11.8,7.3,35.9,76.1,9.7,9.3,4.9
292,AP,1600709,Tartarugalzinho,2.8,21.1,4.8,100.0,76.2,12.3,11.5,34.1,65.5,13.8,12.2,8.5
293,AP,1600808,Vitória do Jari,3.0,28.6,4.4,90.6,83.7,5.7,10.6,51.5,79.9,8.7,8.2,3.2
294,TO,1700251,Abreulândia,3.8,13.9,4.3,100.0,93.1,0.8,6.1,32.4,90.2,3,6.8,0
295,TO,1700301,Aguiarnópolis,3.7,25.0,4.4,90.0,89.7,5.4,4.9,23,82.9,6.7,6.7,3.7
296,TO,1700350,Aliança do Tocantins,4.5,28.0,4.5,91.7,91.9,6.6,1.5,24.1,85,5.2,7.5,2.3
297,TO,1700400,Almas,3.8,26.2,5.3,96.3,97.5,0.9,1.6,29.4,88.6,2.3,8.2,0.9
298,TO,1700707,Alvorada,3.4,32.2,4.1,100.0,84.1,3.6,12.3,31.3,80.5,4.5,14.8,0.2
299,TO,1701002,Ananás,3.1,24.5,4.3,100.0,76.5,16.5,7,23.7,73.7,17.9,6.8,1.6
300,TO,1701051,Angico,4.2,24.7,5.3,92.9,92,8,0,32.4,60.3,24.1,12.8,2.8
301,TO,1701101,Aparecida do Rio Negro,4.4,28.4,4.3,93.8,91.3,3.9,4.8,33.5,86.1,3.2,9.3,1.4
302,TO,1701309,Aragominas,3.4,17.4,4.3,100.0,83.7,8.8,7.5,37.2,80.1,9.8,9.8,0.3
303,TO,1701903,Araguacema,3.0,25.3,4.0,77.3,76.6,8.2,15.2,34.5,75.5,8.2,15.6,0.7
304,TO,1702000,Araguaçu,4.2,20.6,4.3,95.8,93.6,2.9,3.5,23.6,87,4,8.6,0.4
305,TO,1702109,Araguaína,3.6,29.9,4.9,98.0,79.8,13.7,6.5,31.1,73,11.5,10.8,4.7
306,TO,1702158,Araguanã,3.7,25.0,5.4,100.0,90.7,4.9,4.4,39.1,78.2,3.7,14.8,3.3
307,TO,1702208,Araguatins,3.3,26.9,4.0,94.2,80.7,14.5,4.8,36.3,74,14.3,7.5,4.2
308,TO,1702307,Arapoema,3.6,27.8,4.1,100.0,95.3,4.7,0,32.7,85.2,5.6,9.2,0
309,TO,1702406,Arraias,4.0,23.2,6.0,98.2,95.2,3.8,1,34.3,89.2,3.6,6,1.2
310,TO,1702554,Augustinópolis,3.1,33.5,4.2,100.0,71.1,18.2,10.7,39.7,65,16.4,13.8,4.8
311,TO,1702703,Aurora do Tocantins,4.0,27.8,4.4,100.0,93.4,3.6,3,40.3,85.1,4.3,8.5,2.1
312,TO,1702901,Axixá do Tocantins,2.6,32.1,4.3,100.0,75.8,12,12.2,34.3,74.1,10.9,14.8,0.2
313,TO,1703008,Babaçulândia,3.1,27.6,4.3,100.0,95.4,1.2,3.4,30.2,93.1,2.7,4.2,0
314,TO,1703057,Bandeirantes do Tocantins,3.3,26.8,4.4,100.0,94.5,1.6,3.9,29.1,90.1,0.8,5.3,3.8
315,TO,1703073,Barra do Ouro,3.3,23.0,4.2,100.0,87.8,7.8,4.4,39.5,80.6,8.1,10.9,0.4
316,TO,1703107,Barrolândia,3.5,25.6,5.1,100.0,92,1.3,6.7,27.8,86.8,2.2,9.6,1.4
317,TO,1703206,Bernardo Sayão,3.4,27.6,4.0,91.7,84.1,4.9,11,37.6,79.7,7.5,10.1,2.7
318,TO,1703305,Bom Jesus do Tocantins,3.8,21.8,4.1,88.9,94,4.3,1.7,31.7,86.5,4.5,8.6,0.4
319,TO,1703602,Brasilândia do Tocantins,3.8,18.3,5.3,100.0,93.9,2,4.1,23.6,88,2,8,2
320,TO,1703701,Brejinho de Nazaré,3.8,26.7,9.0,100.0,89.9,10.1,0,16.3,84.4,5.8,6.5,3.3
321,TO,1703800,Buriti do Tocantins,3.5,26.2,4.6,100.0,90.2,3.2,6.6,35.4,87.3,5.3,7.4,0
322,TO,1703826,Cachoeirinha,3.3,17.3,4.1,100.0,88.5,7.1,4.4,47.1,80.5,0.8,15.3,3.4
323,TO,1703842,Campos Lindos,2.9,25.8,4.2,100.0,69.6,16.6,13.8,41,66.2,17.9,15.4,0.5
324,TO,1703867,Cariri do Tocantins,3.9,17.2,4.1,92.3,87.3,3.3,9.4,37.4,82.5,4.5,12.3,0.7
325,TO,1703883,Carmolândia,4.1,20.3,4.4,100.0,94.8,2.6,2.6,30.9,85.7,6,6,2.3
326,TO,1703891,Carrasco Bonito,3.5,21.6,3.7,100.0,92.5,5.9,1.6,33,87.2,4.1,8.2,0.5
327,TO,1703909,Caseara,3.9,31.3,4.4,100.0,94.7,0.5,4.8,24.5,85.4,1.6,8.9,4.1
328,TO,1704105,Centenário,3.3,23.0,4.8,100.0,86,12.3,1.7,41.7,82.6,7.8,9.6,0
329,TO,1705102,Chapada da Natividade,3.6,21.8,4.4,92.3,90.6,3.9,5.5,25.2,90.8,5.4,3.8,0
330,TO,1705508,Colinas do Tocantins,3.7,25.7,5.9,96.5,84.5,10.7,4.8,30.5,75.9,10.7,7.9,5.5
331,TO,1705557,Combinado,4.2,27.5,5.3,100.0,94.8,4.2,1,15.5,90.6,1.8,6.7,0.9
332,TO,1705607,Conceição do Tocantins,3.8,27.3,4.1,100.0,89.3,5,5.7,47,87.8,4.3,7.3,0.6
333,TO,1706001,Couto Magalhães,3.3,19.4,4.5,100.0,77.4,15.5,7.1,33,72,15.1,8.2,4.7
334,TO,1706100,Cristalândia,4.3,21.8,4.1,100.0,85.4,7.5,7.1,45.9,83,5.5,10.6,0.9
335,TO,1706258,Crixás do Tocantins,3.3,20.7,4.4,85.7,69,24.1,6.9,24.2,69.5,18.6,5.1,6.8
336,TO,1706506,Darcinópolis,3.6,34.3,4.1,85.7,83.3,8.4,8.3,36.4,77.4,7.7,10.1,4.8
337,TO,1707009,Dianópolis,3.6,23.3,5.0,93.7,82.5,11,6.5,41,72.5,12.3,9.2,6
338,TO,1707108,Divinópolis do Tocantins,3.4,23.2,5.1,100.0,83.5,9.5,7,25.9,77.1,10.7,11.1,1.1
339,TO,1707207,Dois Irmãos do Tocantins,4.0,21.7,4.4,100.0,93.9,5.1,1,30.4,89.1,3.2,6.8,0.9
340,TO,1707306,Dueré,3.5,27.5,4.1,84.6,94.8,3.2,2,25.5,86.4,3.1,9.3,1.2
341,TO,1707405,Esperantina,3.4,26.9,5.8,100.0,87.3,8.6,4.1,46.3,82.3,8.9,8.5,0.3
342,TO,1707553,Fátima,3.6,28.0,5.3,100.0,88.3,7.1,4.6,28,82.2,6.7,7.4,3.7
343,TO,1707652,Figueirópolis,4.2,21.8,4.2,100.0,92.6,5.5,1.9,23.4,87.2,2.8,10,0
344,TO,1707702,Filadélfia,3.4,20.7,4.4,86.4,96.7,0.8,2.5,29.7,86.3,1.9,6.1,5.7
345,TO,1708205,Formoso do Araguaia,3.5,20.4,4.5,80.4,81.6,12.1,6.3,33.4,74.9,10.2,11,3.9
346,TO,1708254,Fortaleza do Tabocão,3.7,23.7,6.8,94.7,96.2,0.6,3.2,25.3,85.5,0.6,7.9,6
347,TO,1708304,Goianorte,3.8,19.8,4.3,100.0,95.6,4.4,0,17.2,91,4.3,3.2,1.5
348,TO,1709005,Goiatins,2.9,12.9,3.9,60.6,88.1,5.5,6.4,50.6,82.7,6.8,8.6,1.9
349,TO,1709302,Guaraí,3.9,24.8,4.8,98.2,85.3,6.7,8,32.4,79.8,6,9.1,5.1
350,TO,1709500,Gurupi,3.9,30.0,4.6,97.4,80.1,14.5,5.4,29.5,73.2,11.3,10,5.5
351,TO,1709807,Ipueiras,3.3,11.8,5.0,100.0,96.6,1.7,1.7,25.4,86.7,1.7,5,6.6
352,TO,1710508,Itacajá,2.9,10.1,4.5,46.2,89.5,6.6,3.9,43.9,82.7,8.9,6.6,1.8
353,TO,1710706,Itaguatins,3.2,23.6,4.0,100.0,88,6.6,5.4,32.8,83.5,6.4,10.1,0
354,TO,1710904,Itapiratins,2.8,21.4,4.2,90.0,79.3,15.2,5.5,25.3,71.8,11.4,10.7,6.1
355,TO,1711100,Itaporã do Tocantins,3.5,25.8,4.4,100.0,86.6,12.4,1,32,83.8,12.1,4.1,0
356,TO,1711506,Jaú do Tocantins,4.1,18.0,4.1,100.0,87.1,8.6,4.3,42.6,75.2,8.6,14.3,1.9
357,TO,1711803,Juarina,3.2,23.6,4.4,92.3,85.5,1.7,12.8,43.2,81,5,13.2,0.8
358,TO,1711902,Lagoa da Confusão,3.5,17.2,4.3,72.5,84.6,3.6,11.8,37.3,80.8,4.8,13.1,1.3
359,TO,1711951,Lagoa do Tocantins,3.3,29.9,4.0,94.1,87.1,5.7,7.2,49.3,84.5,5.6,8.9,1
360,TO,1712009,Lajeado,3.7,17.1,4.4,92.9,86.7,10.2,3.1,25.5,82.1,9,3,5.9
361,TO,1712157,Lavandeira,4.1,25.3,5.4,100.0,95.7,2.9,1.4,22.4,93.1,1.4,4.2,1.3
362,TO,1712405,Lizarda,3.6,20.8,4.2,100.0,93.1,3.2,3.7,53.5,87.6,5.2,6.7,0.5
363,TO,1712454,Luzinópolis,4.0,21.7,3.8,100.0,95,4.1,0.9,36.2,92,2.4,3.2,2.4
364,TO,1712504,Marianópolis do Tocantins,3.3,22.7,4.4,100.0,82.8,13.2,4,28.3,79.6,10.5,9.9,0
365,TO,1712702,Mateiros,3.3,20.4,3.8,100.0,95.1,3.9,1,42.2,93.5,3.7,0.9,1.9
366,TO,1712801,Maurilândia do Tocantins,3.5,26.6,5.3,100.0,89.8,8.7,1.5,21.8,83.7,3.1,8.5,4.7
367,TO,1713205,Miracema do Tocantins,3.9,25.6,4.8,94.5,84.4,12.5,3.1,31.6,75.9,10,8,6.1
368,TO,1713304,Miranorte,3.7,27.5,5.0,100.0,86.4,8.4,5.2,31.6,81.6,7,7.6,3.8
369,TO,1713601,Monte do Carmo,3.7,24.4,7.7,100.0,90,7.1,2.9,32,85.2,9.3,5.1,0.4
370,TO,1713809,Palmeiras do Tocantins,4.0,31.6,4.4,100.0,91.2,1.8,7,38,87.4,3.6,8.1,0.9
371,TO,1713957,Muricilândia,3.4,23.0,4.3,100.0,94.5,2.3,3.2,33.3,77.1,4.9,15.3,2.7
372,TO,1714203,Natividade,3.2,32.4,4.2,100.0,77.3,18.3,4.4,26.5,70,15.8,10.5,3.7
373,TO,1714302,Nazaré,3.7,20.3,3.9,100.0,88.7,8.8,2.5,29.1,82.9,9.3,3.9,3.9
374,TO,1714880,Nova Olinda,3.0,21.5,4.2,93.8,79.8,8.8,11.4,30,75.9,9.3,10.3,4.5
375,TO,1715002,Nova Rosalândia,3.6,20.0,4.3,100.0,89.3,7.4,3.3,21.7,84.6,4.9,9.8,0.7
376,TO,1715101,Novo Acordo,2.5,27.9,4.1,93.3,81.1,10.8,8.1,43.1,75.6,10.9,13,0.5
377,TO,1715150,Novo Alegre,4.5,27.0,4.4,100.0,97.3,2.7,0,16,95,5,0,0
378,TO,1715259,Novo Jardim,3.5,17.0,3.9,100.0,84.3,2.4,13.3,57.6,80,7.1,10.6,2.3
379,TO,1715507,Oliveira de Fátima,4.5,20.7,4.4,100.0,96.1,0,3.9,41.9,76.4,3.6,14.5,5.5
380,TO,1715705,Palmeirante,3.0,19.0,3.9,90.0,85.4,3.8,10.8,43.3,78,3.2,18,0.8
381,TO,1715754,Palmeirópolis,4.6,26.8,4.2,91.7,85.4,8.9,5.7,40.1,72.5,7.4,12.3,7.8
382,TO,1716109,Paraíso do Tocantins,3.8,25.8,4.5,98.3,85.3,9.6,5.1,32.7,77.2,9.7,10.2,2.9
383,TO,1716208,Paranã,2.8,24.3,5.2,100.0,79.4,16.7,3.9,45.3,74.6,11.4,9.9,4.1
384,TO,1716307,Pau D'Arco,3.7,19.5,4.2,88.2,92.5,5,2.5,34.6,84.1,6.8,8.2,0.9
385,TO,1716505,Pedro Afonso,3.7,24.9,4.2,78.1,95.9,2.2,1.9,20.3,87.5,4.5,5.8,2.2
386,TO,1716604,Peixe,2.7,21.6,4.1,100.0,63.2,27.4,9.4,35.8,58.8,20.6,13.8,6.8
387,TO,1716653,Pequizeiro,3.5,21.9,5.2,100.0,92.4,3,4.6,23.9,89.7,2.9,5.9,1.5
388,TO,1716703,Colméia,4.0,21.9,5.1,95.8,92.3,3.4,4.3,15.7,88.4,3.4,5.9,2.3
389,TO,1717008,Pindorama do Tocantins,3.8,30.5,6.8,100.0,93.1,3.4,3.5,38.3,87.8,5,1.7,5.5
390,TO,1717206,Piraquê,3.9,19.2,4.4,90.0,96.1,3.9,0,28.7,88.2,2.7,8.2,0.9
391,TO,1717503,Pium,3.5,16.0,4.4,95.5,83.8,4.3,11.9,34.6,77.8,2.1,18,2.1
392,TO,1717800,Ponte Alta do Bom Jesus,3.4,17.5,4.1,100.0,85.7,6.9,7.4,49.7,76.4,9,13.5,1.1
393,TO,1717909,Ponte Alta do Tocantins,3.7,26.8,5.0,100.0,92,3.8,4.2,33.2,87.4,3.1,5.4,4.1
394,TO,1718006,Porto Alegre do Tocantins,3.3,24.2,4.4,100.0,86,2.1,11.9,33.1,80.1,2.1,16.4,1.4
395,TO,1718204,Porto Nacional,3.3,26.6,5.5,98.6,80.1,13.9,6,32.5,74.5,11.4,9.5,4.6
396,TO,1718303,Praia Norte,2.6,24.1,5.0,87.5,70.6,9.2,20.2,42.7,69.3,10.5,19.9,0.3
397,TO,1718402,Presidente Kennedy,3.8,25.2,4.4,100.0,97.9,0,2.1,8.6,95.2,0.7,3.4,0.7
398,TO,1718451,Pugmil,3.2,19.7,5.4,100.0,89.8,6.8,3.4,18.6,83.6,3.3,4.9,8.2
399,TO,1718501,Recursolândia,3.9,24.6,4.1,100.0,96.8,3.2,0,44.7,86.3,2.9,9.3,1.5
400,TO,1718550,Riachinho,3.4,25.3,4.2,100.0,89.2,4.6,6.2,39.1,86.5,4,9,0.5
401,TO,1718659,Rio da Conceição,3.3,20.2,4.4,100.0,85.9,5.1,9,30.7,84,9,7,0
402,TO,1718709,Rio dos Bois,3.8,31.7,3.3,100.0,90.1,1.1,8.8,48.4,82.8,7.5,9.7,0
403,TO,1718758,Rio Sono,3.2,18.8,3.5,90.9,86.7,5.8,7.5,40.7,81.7,4.8,11.4,2.1
404,TO,1718808,Sampaio,3.4,27.5,4.3,100.0,83,10.4,6.6,35.5,75,11.4,13.6,0
405,TO,1718840,Sandolândia,3.9,11.3,4.4,88.0,90.4,1.4,8.2,29.3,86.5,6.1,6.8,0.6
406,TO,1718865,Santa Fé do Araguaia,3.2,18.7,4.3,90.9,79.1,7.8,13.1,33.3,73.2,11.7,12.9,2.2
407,TO,1718881,Santa Maria do Tocantins,3.6,23.4,4.4,92.3,98,2,0,23.1,87.3,2.7,9.1,0.9
408,TO,1718899,Santa Rita do Tocantins,3.0,18.5,4.9,100.0,81.4,8.6,10,31.7,77.6,10.3,5.2,6.9
409,TO,1718907,Santa Rosa do Tocantins,3.5,18.6,4.0,100.0,96.7,1.1,2.2,34.4,89.9,1.6,5.3,3.2
410,TO,1719004,Santa Tereza do Tocantins,3.1,21.5,4.3,100.0,83.3,9.8,6.9,40.3,76.9,9.7,9,4.4
411,TO,1720002,Santa Terezinha do Tocantins,3.8,21.2,5.4,100.0,90,3.3,6.7,36.2,84.4,4.9,6.6,4.1
412,TO,1720101,São Bento do Tocantins,3.5,23.7,3.8,100.0,88.5,7.7,3.8,41.8,76,4.1,8.3,11.6
413,TO,1720150,São Félix do Tocantins,3.5,32.3,4.4,100.0,93.8,2.1,4.1,32,92.9,2,4,1.1
414,TO,1720200,São Miguel do Tocantins,3.4,23.8,4.0,100.0,89.5,5.7,4.8,51.3,79.6,6.6,12.1,1.7
415,TO,1720259,São Salvador do Tocantins,4.2,18.9,9.3,95.7,95.1,4.9,0,42.4,80.3,5.3,12.5,1.9
416,TO,1720309,São Sebastião do Tocantins,3.2,26.0,4.4,100.0,78.1,9,12.9,42.3,72.1,8.7,18.6,0.6
417,TO,1720499,São Valério,4.2,23.9,4.6,93.3,94.5,4.2,1.3,23.4,89.2,2.4,7.2,1.2
418,TO,1720655,Silvanópolis,3.0,25.8,4.9,94.4,86.9,5.3,7.8,35.3,80.9,4.3,14.5,0.3
419,TO,1720804,Sítio Novo do Tocantins,3.4,23.1,4.2,94.1,81.7,10.8,7.5,31.6,77.2,9.4,11.3,2.1
420,TO,1720853,Sucupira,3.5,22.3,4.4,100.0,86.2,13.8,0,20.9,77.6,7.5,9,5.9
421,TO,1720903,Taguatinga,3.4,25.8,4.5,100.0,77.6,18.7,3.7,35.4,73.7,11.5,11.1,3.7
422,TO,1720937,Taipas do Tocantins,3.5,30.0,5.4,100.0,93,3.5,3.5,36.7,87.4,2.3,9.2,1.1
423,TO,1720978,Talismã,2.7,17.7,4.8,100.0,76.8,16.2,7,36.8,71.2,13.5,15.3,0
424,TO,1721000,Palmas,3.5,30.2,4.8,98.6,79.4,13.1,7.5,28.2,70.2,15.1,9.1,5.6
425,TO,1721109,Tocantínia,3.0,19.5,4.8,90.2,75.6,12.5,11.9,50,68,14.9,7.7,9.4
426,TO,1721208,Tocantinópolis,3.6,27.3,5.2,89.9,82.9,13.7,3.4,48.9,68.9,7.2,13.9,10
427,TO,1721257,Tupirama,5.4,14.0,8.5,90.9,94.7,5.3,0,9.5,85.7,4.8,7.1,2.4
428,TO,1721307,Tupiratins,3.3,31.0,4.3,100.0,76.4,10.1,13.5,38.7,70.3,13.2,14.3,2.2
429,TO,1722081,Wanderlândia,3.7,24.4,4.4,100.0,92.8,5.8,1.4,19.9,87.5,4.3,6.6,1.6
430,TO,1722107,Xambioá,3.8,24.3,4.9,97.4,87.3,4.8,7.9,28.2,83.6,3.3,9.4,3.7
431,MA,2100055,Açailândia,3.6,32.9,4.8,96.1,85.9,8.1,6,35.8,75.9,11.7,10.7,1.7
432,MA,2100105,Afonso Cunha,3.2,36.0,4.3,92.9,91.5,1.5,7,52.5,89.3,2.7,8,0
433,MA,2100154,Água Doce do Maranhão,3.3,35.8,4.9,95.3,80.9,16.8,2.3,46.7,72.3,12.2,15,0.5
434,MA,2100204,Alcântara,3.2,32.0,7.3,95.9,89.7,6.9,3.4,44.3,81.1,6.6,11.2,1.1
435,MA,2100303,Aldeias Altas,3.4,37.8,4.8,97.3,92.6,6.3,1.1,40.7,90.3,5.1,3.5,1.1
436,MA,2100402,Altamira do Maranhão,2.7,23.2,4.8,100.0,84.4,6.5,9.1,43.5,77.7,6.3,15.5,0.5
